Index,Kanji,Keyword,English,Origin,SubOrigin,Mnemonic1,Mnemonic2,Compo,Strokes,Radical,Onyomi,Kunyomi,Ex1Kanji,Ex1Kana,Ex1English,Ex2Kanji,Ex2Kana,Ex2English,Ex3Kanji,Ex3Kana,Ex3English,Ex4Kanji,Ex4Kana,Ex4English
2218,玩,Toy,Play With,"If, at some aboriginal level, Toys Я Us, then the archetypal ball must have been there at the beginning, before evolving into beach balls, ping-pong balls, rugby balls, and marbles.",,The ball was the only thing that people at the beginning of time had to use as a toy. Poor cavemen.,"And so it was, the ball marked the beginning of all the toys that were to come.",王: king; ball (RTK)　元: beginning; origin,8,玉,ガン,もてあそ.ぶ*,玩ぶ,もてあそぶ,"Play with (as with one's pen, food, etc.)",玩具,がんぐ,Toy,,,,,,
2219,弄,Tinker with,Play With,Jewel . . . two hands.,,The king used both hands to tinker with himself in his spare time.,"Picture the king holding a large pan in his two hands and tinkering with it, wishing he could lead the itinerant life of a tinker. As a rhyme: The king, he uses his two hands, To tinker with his pots and pans . . .",玉: jewel; ball　廾: twenty; 2 hands,7,廾,ロウ,もてあそ.ぶ,弄ぶ,もてあそぶ,Play with (as with a person's feelings),玩弄する,がんろうする,"Toy with, make sport of",翻弄する,ほんろうする,Make fun of,,,
2220,嘲,Derision,Ridicule,"The bad feeling created by words spoken in derision often leaves a bad taste in the mouth of the one who speaks them, kind of like the foul aftertaste that follows a night before of too much of the wrong stuff - or what we call morning mouth.",,"When I wake up, I am always late, so I hurry to work. With a bad case of perpetual morning breath, I am the subject of derision at my office whenever I open my mouth.","If morning breath emanates from your mouth, you are subject to derision!",口: mouth　朝: morning,15,口,チョウ,あざけ.る,嘲る,あざける,"Ridicule, mock; disdain",嘲弄する,ちょうろうする,"Ridicule, mock; disdain",,,,,,
2221,奔,Bustle,"Rush, Run",The hustle and bustle of this character is depicted by a St. Bernard dog and a haystack.,,"Hustle and bustle = a big St. Bernard dog frisking about in a haystack, knocking it down and spreading the hay about, after the field hands just stacked it up.","A bustle is also the name for the big wire-framed skirts that women used to wear. Here´s a St. Bernard dog jammed ass-first into the top of a haystack, looking like some kind of proper Victorian-era lady as he struggles to get out.",大: large; St Bernard (RTK)　卉: grass; haystack (RTK),8,大,ホン,,奔走する,ほんそうする,"Bustle about, exert oneself for, devote oneself to",,,,,,,,,
2222,弊,Abuse,Evil Practice,Shredder . . . two hands.,,The Bush administration taskmasters hid their abuse of power by shredding documents as fast as they could using both hands....,"You’ve heard of Edward Scissor hands? Well this is Medward Shredder Hands. Instead of nicely trimming your shrubs, he uses his TWO SHREDDER equipped HANDS to ABUSE your plants by shredding them into wood chips.",敝: be worn-out; Shredder (RTK)　廾: twenty; 2 hands,15,廾,ヘイ,,弊害,へいがい,"Evil, abuse, vice",弊社,へいしゃ,(humble] our firm,悪弊,あくへい,"Evil, vice, abuse",,,
2223,幣,Cash,"Currency, Shinto Paper Offering",Shredder . . . towel.,,A counterfeiter is using a shredder to shred a towel in order to print up some cash (he needs some rag paper) .,"In order to create some cash, first you feed a towel through a shredder to get the raw materials. (""Paper"" money isn´t plain paper; it´s mostly linen.).",敝: be worn-out; Shredder (RTK)　巾: towel,15,巾,ヘイ,,御幣,ごへい,"Pendant paper strips in a shinto shrine, sacred staff with cut paper",紙幣,しへい,"Paper currency, bank note, bill",造幣,ぞうへい,"Coinage, mintage",,,
2224,蔽,Cover over,Cover,Flower . . . shredder.,,You cover over the shredder with flowers when the FBI comes a-knockin´.,The taskmaster arranges flowers to cover over the rags she makes us clean with.,"艸: grass; plants; flowers (艹, 龷)　敝: be worn-out; Shredder (RTK)",15,艸,ヘイ,,隠蔽する,いんぺいする,"Conceal, cover up",,,,,,,,,
2225,朋,Companion,Comrade,"The first companion that God made, as the Bible story goes, was Eve. Upon seeing her, Adam exclaimed, ""Flesh of my flesh!"" And that is precisely what this character says in so many strokes.",,My companion and I are like two moons side by side.,"Under the twin moons of Tatooine, Luke had no COMPANION.",月: moon; month　月: moon; month,8,月,ホウ,とも,朋友,ほうゆう,"Comrade, friend, associate",,,,,,,,,
2226,棚,Shelf,Shelf,"One often thinks of books as ""good companions,"" but here it is the shelf we store them on that is the companion. The reasons should be obvious: it is made of the same stuff, wood, and spends a lot more time with them than we do! Here again, be careful not to let the rationality of the explanation get in the way before you turn it into a proper story.",,A shelf is a wooden companion to books.,"I think of an Otaku, with a wooden shelf full of anime action figure statures, who are sadly his only companions.",木: tree; wood　朋: companion; friend,12,木,,"たな, -だな",本棚,ほんだな,Bookshelf,網棚,あみだな,Luggage rack,神棚,かみだな,Household shinto altar,,,
2227,柵,Palisade,"Fence, Palisade",Tree . . . tome.,,"A palisade is a ""fence of stakes especially for defense,"" usually the stakes are very strong, set closely together, and pointed on top. Tome can be seen as a pictograph of several close-set wooden stakes, braced by one horizontal bar.",An army of scholars build a wooden palisade to protect their precious tome of literature.,木: tree; wood　冊: counter for books; scrapbook (RTK),9,木,サク,,鉄柵,てっさく,Iron fence,,,,,,,,,
2228,桁,Girder,"Digit, Beam, Girder",Tree . . . going.,,Girders are support beams that are nowadays mostly made out of steel. But in the ancient houses that are placed at the boulevard the girders will be made out of wood.,"When the wooden girders start to snap, the workmen shout ""Run! Let´s go!"".",木: tree; wood　行: going; journey,10,木,,けた,二桁,ふたけた,"Two digits, double-digit",橋桁,はしげた,Bridge girder,桁違いの,けたちがいの,"Way off, incommensurable",四桁の番号,よんけたのばんごう,Four-digit number
2229,栓,Plug,"Stopper, Spigot","Here we think of plug in the sense of a cork or stopper used to seal the mouth of a bottle, water faucet, or something with liquid running out of it. Forgetting the abstract picture of the former frame, let us work with all the primitive units: tree . . . umbrella . . . ball. Imagine a tree with a faucet in the side out of which tennis balls are flowing, bouncing all over the ground by the hundreds. You fight your way up to it and shove your giant beach umbrella into the tree to plug it up.",,"The fat king under his umbrella offers useless advice to the workers. ""You´ll need the whole tree to plug that gap"". Imagine a grossly fat, incompetent king under a parasol giving annoying advice to sweating workers who know what they´re doing. (I always have trouble bringing up the ""whole"" primitive. This story reminds me how to build that part. ).","To plug the hole, you need to use a whole piece of wood - like a cork or something.",木: tree; wood　全: whole,10,木,セン,,栓抜き,せんぬき,"Bottle opener, corkscrew",風呂に栓をする,ふろにせんをする,Plug the bath drain,瓶の栓,びんにせんをする,Bottle stopper,コルク栓,コルクせん,Cork
2230,詮,Elucidate,Inquiry,"Think of elucidating as presenting something in whole words, as distinct from broken fragmented sentences.",,Words that tell you the results of the whole story really elucidate.,"Elucidate me. Tell me, in your own words, the whole story.",言: word; say　全: whole,13,言,セン,,詮索,せんさく,Inquiry,所詮,しょせん,"After all, anyway",詮索好き,せんさくずき,Busybody,,,
2231,塞,Block up,"Plug Up, Obstruct",House . . . celery . . . animal legs . . . soil.,,The A/C wasn´t making the house cold because the filters had been blocked up with dirt.,"It was so cold (#1526), the pipes blocked up with ice. After removing the ice, we insulated them with soil.","宀: house (RTK)　共: together　一: one; ceiling, floor (RTK)　土: ground; land; soil",13,土,"ソク, サイ","ふさ.ぐ, ふさ.がる",塞がる,ふさがる,Be closed; be filled (occupied],閉塞,へいそく,"Stoppage, blockage; blockade",穴を塞ぐ,あなをふさぐ,Fill a hole with earth,,,
2232,梗,Spiny,Block,"This character refers originally to a deciduous, rough tree that grows on mountain plains. From this it gets the secondary sense of rugged or spiny. Its primitive elements: tree . . . grow late.",,"I learned this one from the movie Evil Dead, but when it grows late, trees change shape and become spiny creatures! Lesson: don´t go out at night.","With the safety of darkness as it grows late, spiny little insects start crawling out of the trees.",木: tree; wood　更: grow late,11,木,コウ,,梗塞,こうそく,Blockage; tightness; infarction,塞栓,そくせん,Embolism,心筋梗塞,しんきんこうそく,"Myocardial infarction, heart attack",脳梗塞,のうこうそく,"Cerebral infarction, stroke"
2233,柿,Persimmon,Persimmon,"Imagine a village market&nbsp;with stalls set up around an immense persimmon&nbsp;tree&nbsp;with watermelon-sized fruit. If it weren't for the fact that the tree&nbsp;is sacred to the village, people would get impatient as the persimmons&nbsp;fall from the tree&nbsp;and wreak havoc on buyers and sellers alike.",,"Nobody buys persimmons at the market, because there´s a tree in the middle where you can pick them for free.",The guy at the market says: I´ll give you one persimmon tree per every Simon you bring me!,木: tree; wood　市: market; city; town,9,木,シ*,かき,渋柿,しぶがき,Astringent persimmons,柿,かき,Persimmon,,,,,,
2234,藤,Wisteria,Wisteria,Flower . . . moon . . . quarter . . . rice grains.,,"According to legend, the great Ogaki wisteria tree grew and flowered from magical rice grains that were planted under the quarter moon.","The wisteria is a type of hanging vine covered with flowers. By the light of the quarter moon, the flowers look like clusters of rice grains.","艸: grass; plants; flowers (艹, 龷)　月: moon; month　关: quarter (RTK) ; golden calf (RTK)　水: water (氵) (氺)",18,艸,トウ,ふじ,藤棚,ふじだな,Wisteria trellis,藤,ふじ,Wisteria,佐藤,さとう,"Light purple, lilac",,,
2235,騰,Inflation,"Rise, Jump Up",Meat . . . quarter . . . team of horses.,,"Flesh+quarter=McDonald´s quarter pounder. Due to inflation, McDonald´s has had to start making quarter pounders out of horse meat.","Every quarter moon, the cost of a trojan horse rises one quarter by inflation.",朕: we　馬: horse,20,馬,トウ,,騰貴,とうき,Rise (in prices),高騰,こうとう,"Steep rise (in prices), jump",沸騰する,ふっとうする,"Boil, seethe, bubble",暴騰,ぼうとう,Sudden (price) rise
2236,謄,Facsimilie,"Transcribe, Copy",Moon . . . quarter . . . words.,,Sending a facsimile to the moon can be problematic only a quarter of the words actually get there.,"As a prank, a guy sits with his butt flesh on the facsimile machine, inserts a quarter, and tries to fax it to his boss. However the facsimile machine has pattern recognition technology and instead of an image of his flesh, it just transmits the word ""asshole"". Don´t forget it´s flesh, not words, on the left side; the flesh image gets transformed into words.",月: moon; month　关: quarter (RTK) ; golden calf (RTK)　言: word; say,17,言,トウ,,謄写,とうしゃ,"Copy, reproduction, mimeograph",謄本,とうほん,"Certified copy, transcript; copy of the domiciliary register",,,,,,
2237,麺,Noodles,Noodles,Barley . . . mask.,,,There is a certain restaurant in West-Shinjuku that serves its noodles made of BARLEY in a MASK instead of a plate. I love these theme-restaurants!,麥: wheat　面: mask,16,麥,メン,,麺類,めんるい,Noodles,麺棒,めんぼう,Rolling pin,乾燥麺,かんそうめん,Dried noodles,,,
2238,拉,Yank,Kidnap; Pull,"The sense of this key word is to pull or jerk, as in opening a door or making ""ramen"" noodles. Its elements: fingers . . . vase.",,He quickly yanked his fingers out of the vase. Maybe no one noticed the attempt to steal the cookies...,He yanked his finger out of the vase upon discovering it had a venus fly trap in it.,手: hand; fingers (扌) (RTK)　立: stand up; vase (RTK),8,手,ラ,,拉致する,らちする,Kidnap,拉麺,ラーメン,"Ramen, hand-pulled noodles",,,,,,
2239,晃,Dazzling,Dazzling,,,,,日: day; sun　光: ray; light,,,コウ,,晃々たる,こうこうたる,"Brilliant, dazzling",,,,,,,,,
2240,幌,Canopy,"Awning, Hood",A large towel stretched overhead with only a few of the sun's rays breaking through represents a canopy over one's bed.,,A canopy is a towel to block the suns rays.,"From the Hitch-Hiker´s Guide to the Universe: A towel is useful, among other things, as a canopy to keep out the sun´s rays from your face while napping.",巾: towel　日: day; sun　光: ray; light,13,,コウ,ほろ,札幌,さっぽろ,City in hokkaido,,,,,,,,,
2241,厘,Rin,Rin (0.001 Yen),"No doubt you will find it in your heart to forgive me for forcing yet another Japanese word on you in this frame. It is not the last time it will happen in this book, but I can assure you they are used only when absolutely necessary. One rin is equal to about 1/1000 of a yen - or rather was worth that much when it still made economic sense to mint them. While inflation took its toll on this kanji as a monetary unit, it survived with the not at all surprising sense of something ""very, very tiny."" The kanji shows a cliff with a computer under it, apparently because it has been pushed over into the abyss by someone fed up with the thing. The total market value of one home computer that has fallen over rock and bramble for several hundred feet: about one rin!",,"I threw my Rindows computer off a cliff because it kept crashing. Now, after its last crash, it´s worth less than a rin.",A computer dropped off of a cliff would be worth about 1 RIN.,厂: cliff　里: village; computer (RTK),9,厂,リン,,厘,りん,Rin (0.001 yen),,,,,,,,,
2242,畝,Furrow,Ridge,"Think of the three kinds of furrows shown here in this character - a top hat's rim, a rice field's ridges, and the wrinkles that show you've been around a long time.",,Using a TOP HAT to make FURROWS in the RICE FIELD takes a LONG TIME!,A mummy tries to furrow his brow but realizes that he´s got no head - just a brain with a top-hat on it. So he furrows his brain. (trigger: furrow your brain].,亠: roof; hat (RTK)　田: rice field; brain (RTK)　久: long time,10,田,,うね,畝織り,うねおり,Ribbed fabric,,,,,,,,,
2243,匁,Monme,Monme (3.75 Grams),"This character obliges us once again to make use of a Japanese key word for want of an English equivalent. It refers to an old unit of weight, equal to about 3.75 grams. The word is only slightly more useful in modern Japanese than cubits and kites are in modern English. Its primitives, if you look closely, are: bound up . . . arm.",,"Dude! What happened to your arm! It´s all bound up! ""Yeah man, it´s a bummer... with my arm like this I can only lift one monme!"".","Dude! What happened to your arm! It´s all bound up! ""Yeah man, it´s a bummer... with my arm like this I can only lift one monme!"" ""You´ll never be able to use your dagger now!"" (adapted from ergerg).","勹: wrap; bound up (RTK)　乂: mow; sheaf, arm (RTK)",4,,,もんめ,匁,もんめ,Monme (3.75 grams),,,,,,,,,
2244,匂,Aroma,"Smell, Fragrance","You will have to imagine ""capturing"" a favorite aroma by having it gagged and bound up&nbsp;in a spoon.",,The muchacho sits down bound up to enjoy his own aroma.,"If you bind up a person and let him sit for several days, an unpleasant aroma will result.",勹: wrap; bound up (RTK)　匕: spoon,4,勹,,"にお.う, にお.い, にお.わせる",匂う,におう,"Be fragrant, smell",匂わせる,におわせる,Smell of; suggest,匂い袋,においぶくろ,Sachet,,,
2245,勾,Hooked,"Bent, Sloping",Bound up . . . elbow. Think of this key word in the sense of something that has been nabbed or cought.,,Your elbow is bound up so that your biceps will stay flexed.,"My elbow was bound up in a cast, making it impossible to keep it flexed.",勹: wrap; bound up (RTK)　厶: myself; elbow (RTK),4,勹,コウ,,勾配,こうばい,"Slope, grade",勾留する,こうりゅうする,"Arrest, detain",,,,,,
2246,挨,Shove,Greet,Fingers . . . elbow . . . dart.,,"In the busy pub, one of the dart players shoved his dart into my elbow by accident when it nearly slipped out of his fingers.","Your fingers slip when someone´s elbow shoves you, causing you to drop the dart you were about to throw. But as you can see, their elbow is very small, so you decide they´re too weak to shove back.",手: hand; fingers (扌) (RTK)　厶: myself; elbow (RTK)　矢: arrow; dart (RTK),10,手,アイ,,挨拶,あいさつ,Greeting,,,,,,,,,
2247,拶,Imminent,Greet,Fingers . . . flood . . . evening.,,"The old lady said that there was a flood imminent, because her fingers hurt in the evening.",The Dutch boy put his finger in the dam holding back imminent danger from flood waters until evening.,手: hand; fingers (扌) (RTK)　巛: river (川); flood (RTK)　夕: evening,9,手,サツ,,挨拶する,あいさつする,"Greet, salute, present one's compliments",無挨拶,ぶあいさつ,Incivility,,,,,,
2248,曖,Unclear,Not Clear,Sun . . . love.,,The sun´s love is equivocal: it warms yet burns us.,"曖昧。 On a sunny day, a guy professes his love to a girl he admires. But she gives him the common equivocal response, ""Let´s just be friends."".",日: day; sun　愛: love; affection; favourite,17,日,アイ,,曖曖,あいあい,Dim; faint; unclear,,,,,,,,,
2249,昧,Obscure,Dark,"The most obscure ideas are those that the sun of reason has not yet dawned on. Be sure to give the sun a professorial demeanor, complete with spectacles and a pipe.",,Something that is obscure has not yet been brought before the light of day.,"´Can´t you go outside and get some sun?´ ´Not yet, I have to learn all these obscure RTK3 kanji!´.",日: day; sun　未: not yet,9,日,マイ,,曖昧な,あいまいな,"Unclear, vague, equivocal",,,,,,,,,
2250,瑠,Marine blue,Lapis Lazuli,Jewel . . . detain.,,“The king has been detained by some marines!” “How do you know they were marines?” “Because they were wearing marine blue.”.,"The king was detained, by men in marine blue; Must be the marines, planning a coup. (thx Katsuo/gavmck).",玉: jewel; ball　留: detain; fasten; halt; stop,14,玉,ル,,瑠,ール,Lapis lazuli,,,,,,,,,
2251,璃,Crystal,Glassy Substance,This kanji refers to one of the seven classical stones of China. Its elements: jewel . . . top hat . . . villain . . . belt . . . elbow.,,"Michael Jackson is the king of pop, wearing his crystal rhinestone glove (see detach (#1492).","In my story for detatch detach (#1492), the left side primitive was junkie. The top-hatted villian of society with a belt around their elbow. Here, the junkie is getting a fix of crystal meth: the jewel in the crown of today´s drugs.",玉: jewel; ball　亠: roof; hat (RTK)　凶: evil; vilain (RTK)　冂: hood; belt (RTK)　厶: myself; elbow (RTK),14,玉,リ,,瑠璃,るり,"Lapis lazuli, lapis lazuli blue",,,,,,,,,
2252,嫉,Envy,Envy,Woman . . . rapidly.,,If you go through women rapidly you will be the object of envy.,"Ah, puberty ... the girl that starts her journey towards womanhood the most rapidly will become the subject of envy from all her classmates.",女: woman　疾: rapidly,13,女,シツ,,嫉妬深い,しっとぶかい,Envious,,,,,,,,,
2253,妬,Jealous,Envy,It should not be hard to leep from the key word to the image of a woman who is jealous of the rock that another woman is sporting on the third finger of her left hand.,,"The jealous woman bashed the brains in of the guy who betrayed her, with a stone.",Every woman wants a huge stone on her finger to make her friends jealous.,女: woman　石: stone; rock (RTK),8,女,ト,ねた.む,嫉妬,しっと,"Jealousy, envy",妬む,ねたむ,"Envy, be jealous of",,,,,,
2254,鹿,Deer,Deer,"Drawn on the walls of a complex of caves near Niaux in southern France are a number of animal likenesses dating from the Upper Paleolithic period. Among them we find pictures of deer, some of them showing men in deer masks. By comparing their drawings to real deer, Stone Age people hoped to acquire power over the animal in the hunt; and by comparing themselves to the deer, to take on that animal's characteristics. But time has locked with a ""double-key"" (the extra stroke through the element for key) the real secret of this art form from us, and we can only surmise such meanings. But more important than the enigmas of the troglodytic mind is the way in which caves, a double-key, and comparing gives us the kanji for deer.","As a primitive, this kanji is abbreviated much the same as the tiger was: the lower element is dropped to leave room for a replacement. Its meaning, however, remains the same. There are a very few cases (see frame 2158) in which there is no abbreviation. When this happens, we may keep the image suggested by the above explanation: painting of a deer.",Bambi wanders into a cave and sees a side order of salad and 2 spoons...but what´s the main course?,"Santa´s reindeer, Rudolf, opens a nightclub in a cave. It´s popular with all the deer and reindeer in the world. The cave speciality is a salad w/ dressing on the side. There is no other deer club that can compare. How many other deer nightclubs are there?",广: cave (RTK)　比: compare,11,鹿,,"しか, か",馬鹿,ばか,"Fool, blockhead; nonsense",鹿,しか,Deer,鹿児島,かごしま,Kagoshima (city and prefecture),,,
2255,塵,"Dust, Trash","Dust, Trash",,,,,鹿: deer　土: ground; land; soil,,,ジン,"ちり, ごみ",塵取り,ちりとり,Dustpan,塵箱,ごみばこ,Trash can,塵 (2),ちり,"<img src=""05875.svg"">",,,
2256,麓,Foot of a mountain,Foot Of A Mountain,Grove . . . deer.,,Many deer can be found in the grove at the foot of a mountain.,"Deer are well known for frolicking in groves of trees. However, they are not well known for actually watching where the heck they are bounding about. Here we have a bunch of dead deer bodies that you find at the foot of a mountain. You are trying to figure why there are so many dead deer in one spot, and then you trace a line up the mountain - leaves and such are scattered all the way up...to a grove. Looks like they hopped through some leaves to their doom.",林: grove; forest　鹿: deer,19,鹿,ロク,ふもと,山麓,さんろく,Foot of a mountain,,,,,,,,,
2257,麗,Lovely,Of Graceful Beauty,"The painting of a deer itself with its form and color is enough to fill the bill for an image of something lovely. But to give a bit of contrast, we see two mediocre drawings from a later age on two patches of ceiling above. Note that the drop in mediocre has been lengthened somewhat and the second stroke drawn down straight.",,"The anthropologist made an exact deer painting from the cave ceiling on the ceiling of his house. Too bad they´re both mediocre. All his wife could say was, ""How...lovely."".",Lovely bambi.... pictographe : just take a look at those innocent open eyes (part 1 it´s not more far fetched than seeing mediocre in it) with thin eyebrows what a lovely deer ...(part 2).,丽: lovely; paws　鹿: deer,19,鹿,レイ,うるわ.しい,奇麗な,きれいな,"Beautiful, pretty; clean; fair",美麗な,びれいな,"Beautiful, gorgeous",麗人,れいじん,"Beauty, belle",,,
2258,薦,Recommend,Recommend,Flowers . . . deer . . . one . . . tail feathers. Note the doubling up in these last two elements as in frame 2091.,,"Customer in restaurant asks you (waiter) what you recommend: ""I recommend ze deer or ze 'eadless chicken. And I recommend you garnish it wiz some flowers."" (let last six strokes = headless chicken).","It is recommended that deers stick to eating flowers. If they try to eat birds, they may end up choking on them, like this one here. Note that the head (白) is gone and the visible part of the body which is normally written with a stroke of the head must by necessity be drawn with a stroke of the tail.",薦: recommend,16,艸,セン,すす.める,推薦する,すいせんする,"Recommend, nominate",薦める,すすめる,Recommend,推薦状,すいせんじょう,Recommendation letter,,,
2259,慶,Jubilation,"Felicitation, Rejoicing","Deer . . . crown (note the doubling up) . . . heart . . . walking legs. You may recall that we met the relative primitives at the bottom here before, in the kanji for melancholy (Frame 663).",,"The hunter experienced jubilation when the deer with melancholy walked up to him and said, ""just shoot me, whats the point in running. Everyone dies someday...""","Bambi was melancholy at the death of his mother, but is now in jubilation as he´s made friends with thumper.",慶: jubilation,15,心,ケイ,,慶弔,けいちょう,Congratulations and condolences,慶祝,けいしゅく,"Celebration, congratulation",,,,,,
2260,兜,Helmet,Helmet,,,,,白: white　儿: human legs,,,"トウ, ト",かぶと,兜,かぶと,Helmet,,,,,,,,,
2261,睨,Glare At,Glare At,,,,,,,,ゲイ,にら.む,睨む,にらむ,"Glare at, stare hard at; keep an eye on",,,,,,,,,
2262,鼠,"Rat, Mouse","Rat, Mouse",,,,,臼: mortar,,,ソ,"ねずみ, ねず",鼠色,ねずみいろ,Dark gray,鼠捕り,ねずみとり,Mousetrap; rat poison,鼠,ねずみ,"Rat, mouse",鼠穴,ねずみあな,Mouse hole
2263,溺,Drowning,"Drown, Indulge In","Water . . . weak. Do not confuse the meaning of this key word with ""Drown"" (Frame 763), which is closer to ""founder.""",,Weak people placed in the water start drowning. Get some strength in those arms and learn how to swim!,Weak swimmers drowning in the water.,水: water (氵) (氺)　弱: weak,13,水,デキ,おぼ.れる,溺死する,できしする,Drown,溺れる,おぼれる,Drown; become lost in,惑溺する,わくできする,"Indulge in, give way to",,,
2264,潟,Lagoon,Lagoon,,,"Right part: mortar bound up over oven fire, comprising boiling cauldron. Lagoon is a shallow pond, thus easily warmed by sun, large-scale equivalent of a boiling cauldron.",I stapled both sides of some tail feathers to a waterfall towering over the lagoon to give it a more tropical feel…,水: water (氵) (氺)　舄: a shoe,15,水,,"かた, -がた",新潟,にいがた,Niigata (city and prefecture),,,,,,,,,
2265,濁,Voiced,Turbid,"The key word for this kanji connotes the ""muddying"" effect on a soft consonant brought about by vibrating the vocal chords. For example, in English a ""j"" is voiced while a ""sh"" is unvoiced. In Japanese, the し is changed to じ when it is voiced. The primitives are: water . . . eye . . . bound up . . . insect.",,"The fly is wrapped in a spiderweb voicing ""Help me, Help Me"" under the watchful eye of the spider who´s venom is dripping like water from her fangs.",Pour water over the eyes of a bound up insect if you want to hear a pitiful buzz that is very similar to a VOICED consanant.,水: water (氵) (氺)　网: net; eye (罒) (RTK)　勹: wrap; bound up (RTK)　虫: insect,16,水,ダク,"にご.る, にご.す",混濁した,こんだくした,"Turbid, thick, muddy, cloudy",濁る,にごる,Become turbid (impure],清濁併せ呑む,せいだくあわせのむ,Accept the bad with the good; be accepting,清濁,せいだく,Purity and impurity; good and evil
2266,渇,Thirst,"Run Dry, Thirst","As you pass by the muchacho taking the siesta, he cries out that he is thirsty and asks for something to drink. So you turn the water hose on him.",,You awaken from your siesta because you feel extremely thirsty so you go looking for some water.,"The muchacho taking his SIESTA cries out that he is THIRSTY. So you pull out a bottle of WATER and pretend you´re going to give it to him...but then you dump it all on the ground before his eyes. HAHA, sucked in muchacho!!",水: water (氵) (氺)　日: day; sun　匂: odour,11,水,カツ,かわ.く,渇水,かっすい,Water shortage,喉が渇く,のどがかわく,Be thirsty,枯渇する,こかつする,Run dry; run out,,,
2267,褐,Brown,Brown,"The color of the serape or cloak of our muchacho on siesta is a dull brown, the color this kanji indicates.",,Why is my package late? Imagine a UPS driver dressed in BROWN garments taking a siesta. What can BROWN do for you?,Mexicans use a cloak (pancho) for their siestas. Their color is usually brown.,衣: clothes; garment (RTK)　日: day; sun　匂: odour,13,衣,カツ,,褐色,かっしょく,Brown,,,,,,,,,
2268,葛,Kudzu,"Kudzu, Arrowroot","Kudzu&nbsp;is a word taken over from Japanese to name the crawling vines that creep up and completely take over trees. Seeing it at its worst in the Georgia countryside makes it easy to understand why it has a reputation as the ""plague of the South."" From there it should not be hard to arrange the primitives, flowers&nbsp;and siesta&nbsp;into a memorable image.",,"Flower, siesta: The muchacho was not careful. He passed the warning signs and decided to hold a siesta in the kudzu field. The kudzu grew so fast, he was completely covered by it in a few hours and not able to escape. Now, the kudzu flowers mark his grave.",The muchacho takes a siesta under the flowers of the kudzu.,"艸: grass; plants; flowers (艹, 龷)　日: day; sun　匂: odour",11,艸,カツ,くず,葛藤,かっとう,"Entanglements, conflict, trouble",,,,,,,,,
2269,喝,Hoarse,Shout At,"When the muchacho on siesta looks up at you and opens his mouth to talk, his voice is so hoarse that you cannot understand him.",,"If you have a siesta with your mouthopen, you will wake up with a hoarse voice.","After taking a siesta, you find that your mouth is hoarse (after all you ARE thirsty remember).",口: mouth　日: day; sun　匂: odour,11,口,カツ,,大喝する,だいかつする,Shout in a thunderous voice,喝采,かっさい,"Applause, cheers",喝破する,かっぱする,Declare; shout someone down,,,
2270,謁,Audience,Be Granted An Audience,"Imagine an audience with the emperor or the pope in which all those in attendance are sitting down, leaning against the wall, sleeping like our muchacho on siesta as the honorable host delivers his speech.",,The talk was so boring the audience took a siesta.,The man talking during his siesta (in his sleep) is saying strange things and drawing an audience.,言: word; say　日: day; sun　匂: odour,15,言,エツ,,謁見,えっけん,Audience,,,,,,,,,
2271,掲,Put up a notice,"Put Up, Display",Fingers . . . siesta.,,"A muchacho puts up a notice that says “NO FINGER SNAPPING ALLOWED. MUCHACHOS ON SIESTA”. The muchachos are sleeping soundly, completely oblivious to the sound of dogs barking, guitar playing and even gun shots. Now imagine one tourist passing by and snapping his fingers and waking up all the muchachos at once.","Just as I was finished putting up a ""no siestas"" notice on my property, a muchacho gave me the finger, sat down, and promptly fell asleep.",手: hand; fingers (扌) (RTK)　日: day; sun　匂: odour,11,手,ケイ,かか.げる,掲げる,かかげる,"Put up, hoist; display in writing, publish",掲示板,けいじばん,Bulletin board,国旗を掲げる,こっきをかかげる,Hoist the national flag,掲揚する,けいようする,"Hoist, put up, fly (a flag)"
2272,戌,(Sign Of) The Dog,(Sign Of) The Dog,,,,,戌: sign of the dog,,,ジュツ,いぬ,戌年,いぬどし,Year of the dog,,,,,,,,,
2273,尤,"Reasonable, Plausible","Reasonable, Plausible",,,,,尢: crooked-big radical (no. 43)　丶: dot; drop,,,ユウ,もっと.も,尤度,ゆうど,"Plausibility, likelihood",,,,,,,,,
2274,駄,Burdensome,"Good For Nothing, Clogs",Team of horses . . . plump.,,"If a passenger is too plump and heavy, its too burdensome for the horse.",If your horses get so plump to be good for nothing they just become burdensome.,馬: horse　太: plump; thick,14,馬,"ダ, タ*",,下駄,げた,"&lt;geta&gt;, wooden clogs",駄目,だめ,"No good, useless; no!",無駄な,むだな,"No good, fruitless, wasteful",駄洒落,だじゃれ,Poor joke (pun)
2275,駒,Pony,"Horse, Pony, Chess Piece","Team of horses . . . phrase. In American slang, a pony is an underground translation of a classical text, which students who cannot manage the difficult phrases of the original language consult and pass on from one generation to the next.",,The new My Little Ponies show is all about magic horses who utter cute catch phrases.,"A particular My Little Pony has a string that when you pull it, it repeats the same dumb phrase like ""I love you"".",馬: horse　句: phrase,15,馬,,こま,将棋の駒,しょうぎのこま,"&lt;shogi&gt; pieces, chessmen",駒,こま,"Horse, pony; &lt;shogi&gt; piece",持ち駒,もちごま,Captured piece; means at one's disposal,,,
